job_title,company_name,company_page,location,job_type,Experience Level,Yrs of Exp,skills
Agentic AI Developer,Genesis A -,https://wuzzuf.net/jobs/careers/Genesis A-Egypt-127134,"Sheraton, Cairo, Egypt",Full Time / On-site,Experienced,3+ Yrs of Exp,"['IT/Software Development', 'AI', 'Computer Science', 'Development', 'English', 'Communication', 'Python', 'Agentic', 'Business Development', 'Communication skills']"
Assistant Product Manager ( Derma ),Infinity Clinic Pharma -,https://wuzzuf.net/jobs/careers/Infinity-Clinic-Pharma-Egypt-19170,"Nasr City, Cairo, Egypt",Full Time / On-site,Experienced,2 - 4 Yrs of Exp,"['R&D/Science', 'Marketing/PR/Advertising', 'Medical/Healthcare', 'Marketing', 'Pharmacy', 'English', 'Product Management', 'Dermatology', 'Medical', 'Science']"
Assistant Project Manager,Raafat Miller Consulting -,https://wuzzuf.net/jobs/careers/raafat-miller-consulting-Egypt-11512,"Dokki, Giza, Egypt",Full Time / On-site,Experienced,7 - 10 Yrs of Exp,"['Administration', 'Project/Program Management', 'Assistant', 'Microsoft Office', 'Project Management', 'Communication skills', 'Communication', 'Management', 'Office management', 'Projects']"
Warehouse Specialist,Golden Hawk Logistics -,https://wuzzuf.net/jobs/careers/golden-hawk-logistics-egypt-127823,"6th of October, Giza, Egypt",Full Time / On-site,Experienced,2 - 5 Yrs of Exp,"['males_preferred', 'Logistics/Supply Chain', 'Supply Chain', 'Logistics', 'Communication skills', 'English', 'Warehouse Management', 'Warehouse Operations', 'Communication', 'Warehouse', 'Supply']"
Social Media Coordinator - Internship,Mezmars AI -,https://wuzzuf.net/jobs/careers/mezmars-ai-egypt-127974,"Maadi, Cairo, Egypt",Internship / Remote,Entry Level,Writing/Editorial,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'Social Media Management', 'Content Creation', 'Copywriting (Arabic & English)', 'Community Engagement', 'Digital Communication', 'Branding Awareness', 'Basic Marketing Principles']"
Senior Faculty Administrative Officer,Zewail City -,https://wuzzuf.net/jobs/careers/Zewail-City-Egypt-2881,"6th of October, Giza, Egypt",Full Time / On-site,Experienced,4 - 6 Yrs of Exp,"['Administration', 'Administration', 'Communication', 'Management', 'Microsoft Office']"
Site Mechanical Engineer,Cosmos -,https://wuzzuf.net/jobs/careers/Cosmos-Egypt-10234,"Marsa Matruh, Matruh, Egypt",Full Time / On-site,Experienced,5 - 10 Yrs of Exp,"['males_only', 'Engineering - Construction/Civil/Architecture', 'Engineering - Mechanical/Electrical', 'Mechanical Engineering', 'HVAC', 'Plumbing', 'Firefighting']"
Recruitment Specialist,Cloud Secrets -,https://wuzzuf.net/jobs/careers/Cloud-Secrets-Egypt-78536,"Maadi, Cairo, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['males_preferred', 'Human Resources', 'Administration', 'Applicant Tracking Systems', 'business', 'Business Administration', 'Communication', 'Human Resources', 'Hiring', 'Human Resources (HR)', 'Microsoft Office']"
Corporate Sales Specialist,Carviseta -,https://wuzzuf.net/jobs/careers/-110812,"Cairo, Egypt",Full Time / On-site,Experienced,2 - 10 Yrs of Exp,"['males_preferred', 'Business Development', 'Customer Service/Support', 'Sales/Retail', 'B2B Sales', 'B2B', 'Corporate', 'Sales', 'Lead Generation']"
General Accountant,Carviseta -,https://wuzzuf.net/jobs/careers/-110812,"Nasr City, Cairo, Egypt",Full Time / On-site,Experienced,2 - 7 Yrs of Exp,"['Accounting/Finance', 'ERP', 'accountant', 'Microsoft Excel']"
Mechanical Maintenance Engineer,Masria Digital Payment (MDP) -,https://wuzzuf.net/jobs/careers/Masria-Card-Egypt-12728,"10th of Ramadan City, Sharqia, Egypt",Full Time / On-site,Entry Level,1 - 3 Yrs of Exp,"['Installation/Maintenance/Repair', 'Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'Engineering', 'Maintenance', 'Mechanical Engineering', 'Manufacturing', 'Mechanical', 'Mechanical Design Engineering', 'Maintenance Engineer']"
senior personnel specialist,Al Marasem Group -,https://wuzzuf.net/jobs/careers/Al-Marasem-International-for-Development-Egypt-18792,"New Cairo, Cairo, Egypt",Full Time / On-site,Experienced,4 - 6 Yrs of Exp,"['Human Resources', 'Human Resources (HR)', 'Microsoft Office', 'Personnel', 'Communication skills', 'Labor Law', 'English']"
AX Developer,Allamna Integrated Solutions -,https://wuzzuf.net/jobs/careers/Youssef-Allam-Group-Egypt-7963,"Nasr City, Cairo, Egypt",Full Time / On-site,Entry Level,0 - 1 Yrs of Exp,"['IT/Software Development', 'Ax', 'Computer Science', 'Visual Studio', 'X++', 'Programming', 'SSRS', 'SQL', 'Dynamics AX', 'MS Dynamics AX']"
Mechanical Engineer,CUD   -,https://wuzzuf.net/jobs/careers/CUD-Egypt-122749,"Cairo, Egypt",Full Time / On-site,Experienced,4 - 6 Yrs of Exp,"['Engineering - Mechanical/Electrical', '3d max', 'AutoCAD', 'Construction', 'Drawing', 'Engineering', 'Revit', 'shop drawing', 'Technical Office', 'Microsoft Office']"
Learning & Development Specialist,National Company For Maize Products -,https://wuzzuf.net/jobs/careers/NCMP-Egypt-35152,"10th of Ramadan City, Sharqia, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['males_only', 'Human Resources', 'Training/Instructor', 'Human Resources (HR)', 'Training', 'Microsoft Office', 'Communication', 'HR', 'Negotiation']"
Senior Cost Accountant,Etisal EG -,https://wuzzuf.net/jobs/careers/Etisal-EG-Egypt-33245,"New Cairo, Cairo, Egypt",Full Time / On-site,Experienced,5 - 8 Yrs of Exp,"['Accounting/Finance', 'Manufacturing/Production', 'Pharmaceutical', 'Accounting', 'Finance', 'Financial Analysis', 'Cost Accounting', 'Microsoft Office', 'English', 'Cost']"
Electrical Installation Engineer,IETOS -,https://wuzzuf.net/jobs/careers/IETOS-Egypt-37034,"Heliopolis, Cairo, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical', 'Electrical', 'Electrical Engineering', 'electrical power engineering', 'Installation', 'Engineering', 'Power Engineering', 'Control', 'Electrical power']"
Senior Payroll Specialist,Somabay -,https://wuzzuf.net/jobs/careers/Somabay-Egypt-24356,"Safaga, Red Sea, Egypt",Full Time / On-site,Experienced,2 - 5 Yrs of Exp,"['Human Resources', 'Finance', 'Human Resources (HR)', 'Microsoft Excel', 'English', 'Accounting', 'Payroll']"
Marketing Specialist,OLIS Holding  -,https://wuzzuf.net/jobs/careers/OLIS Holding-Egypt-108900,"Nasr City, Cairo, Egypt",Full Time / On-site,Experienced,3 - 6 Yrs of Exp,"['Manufacturing/Production', 'Marketing/PR/Advertising', 'Communication', 'Market Research', 'Marketing', 'Design', 'Brand Marketing', 'digital marketing', 'analytical', 'Project Management']"
Office Administrator,NAB Designs -,https://wuzzuf.net/jobs/careers/Nab-Egypt-94010,"Sheikh Zayed, Giza, Egypt",Full Time / On-site,Experienced,2 - 5 Yrs of Exp,"['females_only', 'Administration', 'Operations/Management', 'Office management', 'Administration', 'Microsoft Office', 'Admin', 'Assistant']"
Distribution Manager,Confidential -,,"Giza, Egypt",Full Time / On-site,Manager,12+ Yrs of Exp,"['Operations/Management', 'Sales/Retail', 'Distribution', 'Sales', 'Sales Target', 'distribution planning', 'sales distribution', 'MBA', 'analysis']"
Accountant,Junior-Tex -,https://wuzzuf.net/jobs/careers/Junior-Tex-Egypt-122500,"Obour City, Cairo, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Accounting/Finance', 'Accounting', 'Finance', 'Financial Analysis', 'excel', 'Accounting Software', 'CMA', 'CPA', 'Financial Management', 'GAAP']"
Quality Engineer,Titan Cement Egypt  -,https://wuzzuf.net/jobs/careers/Titan-Cement-Egypt--Egypt-7832,"Dkhaila, Alexandria, Egypt",Full Time / On-site,Entry Level,1 - 2 Yrs of Exp,"['Manufacturing/Production', 'Quality', 'Engineering - Other', 'Chemical', 'Computer Skills', 'English', 'Manufacturing', 'quality', 'Quality Assurance', 'Quality Control']"
Quarries & Technical Office Mining/Geological Engineer,Quest mines -,https://wuzzuf.net/jobs/careers/Quest-Egypt-56853,"Cairo, Egypt",Full Time / On-site,Experienced,2+ Yrs of Exp,"['Engineering - Other', 'Engineering', 'Mining', 'Operations', 'technical', 'Technical Office', 'English', 'AutoCAD', 'geological', 'quarries']"
Media Buyer,الناجح للخدمات والاستشارات التعليمية والطلابية -,https://wuzzuf.net/jobs/careers/-82301,"Mokattam, Cairo, Egypt",Full Time / On-site,Experienced,2+ Yrs of Exp,"['Creative/Design/Art', 'Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'Advertising', 'campaigns', 'Digital Marketing', 'Marketing', 'Media Buyer', 'Media Buying', 'Online Ads']"
Regulatory Affairs Specialist,Macro Group -,https://wuzzuf.net/jobs/careers/Macro-group-Egypt-8702,"Sheraton, Cairo, Egypt",Full Time / On-site,Experienced,1 - 3 Yrs of Exp,"['Medical/Healthcare', 'Pharmaceutical', 'Pharmaceutical', 'Pharmacy', 'regulatory', 'Regulatory Affairs']"
Social Media & Influencer Specialist,OPPO Egypt  -,https://wuzzuf.net/jobs/careers/OPPO-Egypt-For-Trade-and-Distribution-Egypt-7132,"Nasr City, Cairo, Egypt",Full Time / On-site,Experienced,2 - 3 Yrs of Exp,"['Writing/Editorial', 'Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'business', 'E-Marketing', 'English', 'Marketing', 'media', 'Negotiation', 'online']"
Warehouse Manager,Confidential -,,"Qanater Khairya, Qalubia, Egypt",Full Time / On-site,Manager,15 - 20 Yrs of Exp,"['Logistics/Supply Chain', 'Operations/Management', 'Warehouse Management', 'Supply Chain', 'Warehousing']"
Electrical Engineer,Nassar Group -,https://wuzzuf.net/jobs/careers/Nassar-Group-Egypt-16430,"Qalyub, Qalubia, Egypt",Full Time / On-site,Entry Level,0 - 5 Yrs of Exp,"['males_only', 'Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical', 'Automation', 'Electrical', 'Electrical Engineering', 'Engineering', 'Manufacturing', 'Power', 'PLC', 'Communication skills']"
Billing Officer,Shorouk Specialised Hospital  (Swiss Management) -,https://wuzzuf.net/jobs/careers/Shorouk Specialised Hospital (Swiss Management)-Egypt-82740,"Shorouk City, Cairo, Egypt",Full Time / On-site,Entry Level,0 - 2 Yrs of Exp,"['Accounting/Finance', 'Customer Service/Support', 'Medical/Healthcare', 'Billing', 'Accounting', 'Business Administration', 'Finance', 'Patients Accounts']"
Senior Tax Accountant,Investment Company For Dairy Products  -,https://wuzzuf.net/jobs/careers/Investment-Company-For-Dairy-Products-Egypt-26678,"Alsadat City, Monufya, Egypt",Full Time / On-site,Experienced,3+ Yrs of Exp,"['males_only', 'Accounting/Finance', 'Accounting', 'accountant', 'Finance', 'Tax', 'tax accountant']"
Production Engineer,Nassar Group -,https://wuzzuf.net/jobs/careers/Nassar-Group-Egypt-16430,"Qalyub, Qalubia, Egypt",Full Time / On-site,Entry Level,0 - 5 Yrs of Exp,"['males_only', 'Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'Mechanical Engineering', 'Production', 'Industrial', 'Leadership', 'Manufacturing', 'Machinery', 'quality', 'Engineering']"
Administrative Secretary,AMIX Advertising -,https://wuzzuf.net/jobs/careers/amix-advertising-egypt-127944,"Sheraton, Cairo, Egypt",Full Time / On-site,Entry Level,1 - 3 Yrs of Exp,"['Administration', 'Operations/Management', 'Accounting', 'Administration', 'Communication skills', 'Microsoft Excel', 'English', 'Secretary', 'Office management', 'Communication']"
Operation Manager,eClerx  -,https://wuzzuf.net/jobs/careers/eClerx-Egypt-115999,"Cairo, Egypt",Full Time / On-site,Manager,12+ Yrs of Exp,"['Operations/Management', 'Contact Center', 'Sales', 'customer relationship', 'Telecommunication', 'Customer Service', 'Customer Support', 'Customer Retention', 'BPO', 'People Management']"
ELV Draftsman / CAD Technician,Progress Security Systems -,https://wuzzuf.net/jobs/careers/-96386,"Mohandessin, Giza, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Engineering - Mechanical/Electrical', 'Engineering - Other', 'AutoCAD', 'Communication', 'ELV', 'Engineering', 'Electrical Engineering', 'CCTV System', 'Intercom', 'SMATV']"
Outgoing Tour Operator (Sales),Marash Company -,https://wuzzuf.net/jobs/careers/Marash-Company-Egypt-127943,"Cairo, Egypt",Full Time / On-site,Experienced,4+ Yrs of Exp,"['Customer Service/Support', 'Sales/Retail', 'Tourism/Travel', 'Customer Service', 'English', 'Tourism', 'Travel', 'Hotels', 'Customer Support', 'Outgoing Tourism']"
Social Media & Marketing Specialist - Architectural Background,AhL architects -,https://wuzzuf.net/jobs/careers/--118933,"Maadi, Cairo, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Creative/Design/Art', 'Marketing/PR/Advertising', 'Content', 'Content Creation', 'Design', 'E-Marketing', 'Graphic Design', 'Graphic', 'Interior Design', 'Marketing']"
Procurement Engineer,Biobusiness -,https://wuzzuf.net/jobs/careers/Biobusiness-Egypt-13504,"Hadayek Alahram, Giza, Egypt",Full Time / On-site,Experienced,1 - 3 Yrs of Exp,"['Purchasing/Procurement', 'Engineering - Mechanical/Electrical', 'Procurement', 'Purchasing', 'Engineering', 'Negotiation', 'Supply Chain']"
Sales Administrator,Pansee -,https://wuzzuf.net/jobs/careers/pansee-egypt-127919,"New Cairo, Cairo, Egypt",Full Time / On-site / Part Time,Student,Administration,"['Customer Service/Support', 'Sales/Retail', 'Sales', 'Customer Service', 'Digital Marketing', 'sales skills', 'Sales Target']"
Senior Auditor,nagaty global -,https://wuzzuf.net/jobs/careers/-127584,"Mohandessin, Giza, Egypt",Full Time / On-site / Part Time,Experienced,3 - 8 Yrs of Exp,"['Accounting/Finance', 'ACCA', 'Accounting', 'Audit', 'Auditing', 'CPA', 'English', 'ERP', 'Finance', 'Financial Analysis']"
Senior Electrical & PLC Engineer,Elsewedy industries -,https://wuzzuf.net/jobs/careers/Elsewedy-industries-Egypt-49892,"10th of Ramadan City, Cairo, Egypt",Full Time / On-site,Experienced,3 - 6 Yrs of Exp,"['Engineering - Mechanical/Electrical', 'Electrical Engineering', 'PLC', 'Manufacturing', 'Electrical']"
Warehouse Manager,Confidential -,,"khanka, Qalubia, Egypt",Full Time / On-site,Manager,7 - 10 Yrs of Exp,"['Accounting/Finance', 'Warehouse', 'Supply Chain', 'Warehouse Management', 'Chain Management', 'Supply', 'Warehousing']"
Logistics Team Leader,"My Truck Logistics, LLC   -",https://wuzzuf.net/jobs/careers/-92334,"Cairo, Egypt",Full Time / Remote,Experienced,Logistics/Supply Chain,"['Operations/Management', 'Logistics', 'Management', 'Supply Chain', 'Communication', 'Transportation', 'Permits', 'Support Services', 'Communication skills']"
Senior Full Stack .Net Developer,Aliaict -,https://wuzzuf.net/jobs/careers/aliaict-Egypt-38130,"Nasr City, Cairo, Egypt",Full Time / Hybrid,Experienced,4 - 6 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Computer Science', 'developer', 'full stack .NET', 'Information Technology (IT)', 'JavaScript', 'NET', 'senior', 'Software Development']"
Full Stack Developer,lo la  -,https://wuzzuf.net/jobs/careers/lo la-Egypt-125087,"Rehab City, Cairo, Egypt",Full Time / Remote,Experienced,3 - 6 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'APIs', 'JavaScript', 'AWS', 'Computer Science', 'backend', 'Node.js', 'MongoDB', 'Software Development']"
Total Rewards Supervisor ( BPO Experience Required ),Etisalat Egypt -,https://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219,"Maadi, Cairo, Egypt",Full Time / On-site,Manager,3+ Yrs of Exp,"['Business Development', 'Human Resources', 'Analyst/Research', 'Benefits', 'Business Administration', 'Management', 'Compensation', 'Human Resources (HR)', 'Computer Skills', 'Total rewards']"
Accountant,Sumitomo Electric Egypt -,https://wuzzuf.net/jobs/careers/SE-Wiring-Systems-EGYPT-Egypt-23300,"10th of Ramadan City, Cairo, Egypt",Full Time / On-site,Entry Level,1 - 2 Yrs of Exp,"['Accounting/Finance', 'English', 'Accounting', 'MS', 'Microsoft Office', 'Microsoft Excel', 'Finance', 'Financial Analysis', 'Financial Management', 'Accounting principles']"
Senior IT Support Specialist – Microsoft Dynamics & Security Systems,Seldar Egypt -,https://wuzzuf.net/jobs/careers/Seldar-Egypt-Egypt-30370,"New Cairo, Cairo, Egypt",Full Time / On-site,Experienced,2 - 4 Yrs of Exp,"['IT/Software Development', 'Information technology', 'Computer Science', 'Information Technology (IT)', 'Microsoft Office', 'Microsoft Dynamics', 'Security', 'Networks', 'Microsoft', 'Installation']"
Sales Rep. in Ryidh Saudi Arabia,rank -,https://wuzzuf.net/jobs/careers/rank-Egypt-122586,"Riyadh, Saudi Arabia",Full Time / Hybrid,Entry Level,4 - 10 Yrs of Exp,"['Sales/Retail', 'Presentation Skills', 'sales skills', 'Communication', 'CRM', 'Customer Service', 'Microsoft Office', 'Sales', 'Sales Target', 'Software Sales']"
Procurement Specialist- Foreign & Local,T&D Design -,https://wuzzuf.net/jobs/careers/T-D-Design-Egypt-16390,"New Cairo, Cairo, Egypt",Full Time / On-site,Experienced,3 - 6 Yrs of Exp,"['Logistics/Supply Chain', 'Purchasing/Procurement', 'Purchasing', 'Procurement', 'Foreign Purchasing', 'MS Office', 'Communication skills', 'English', 'Foreign', 'Supply Chain']"
CTO (Chief Technology Officer),Impact Technology  -,https://wuzzuf.net/jobs/careers/Impact-Technology--Egypt-16311,"New Cairo, Cairo, Egypt",Full Time / Hybrid,Experienced,10 - 20 Yrs of Exp,"['IT/Software Development', 'Operations/Management', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'computer', 'CTO', 'Communication skills', 'Computer Science', 'Leadership', 'Software Development']"
Accountant,alsafar&partners -,https://wuzzuf.net/jobs/careers/alsafar&partners-Egypt-126669,"Cairo, Egypt",Full Time / On-site,Experienced,5 - 10 Yrs of Exp,"['males_only', 'Accounting/Finance', 'Legal', 'accountant', 'Accounting', 'Financial Management', 'Financial Analysis', 'Finance', 'Accounting Software', 'Auditing', 'CPA']"
School Principal,Cardiff Modern School -,https://wuzzuf.net/jobs/careers/-37261,"Badr City, Cairo, Egypt",Full Time / On-site,Manager,4 - 20 Yrs of Exp,"['females_only', 'Education/Teaching', 'Education', 'Administration', 'Management', 'Teaching']"
Junior Forex Analyst,LDN Global Markets -,https://wuzzuf.net/jobs/careers/LDN-Global-Markets-Egypt-114902,"Maadi, Cairo, Egypt",On-site / Part Time,Entry Level,1 - 2 Yrs of Exp,"['Accounting/Finance', 'Banking', 'Analyst/Research', 'Analysis', 'Financial Analysis', 'Trading', 'forex', 'forex trading', 'Investing', 'FXTrading']"
Equity Analyst,SIGMA Capital -,https://wuzzuf.net/jobs/careers/SIGMA-Capital-Egypt-5048,"Mohandessin, Giza, Egypt",Full Time / On-site,Entry Level,1 - 3 Yrs of Exp,"['Analyst/Research', 'Research', 'Financial Reports', 'Microsoft Excel', 'Microsoft Powerpoint', 'Accounting', 'Economics', 'Finance']"
Accountant,LEDA EGYPT COMPANY -,https://wuzzuf.net/jobs/careers/LEDA-EGYPT-COMPANY-Egypt-87688,"Ameria, Alexandria, Egypt",Full Time / On-site,Experienced,4 - 6 Yrs of Exp,"['Accounting/Finance', 'Accounting', 'Cost Accounting']"
Lead Generation Specialist,Target Integrated Systems -,https://wuzzuf.net/jobs/careers/Target-Egypt-78472,"Maadi, Cairo, Egypt",Full Time / On-site,Experienced,1+ Yrs of Exp,"['Business Development', 'Marketing/PR/Advertising', 'Sales/Retail', 'Business Development', 'Communication skills', 'Lead Generation', 'Marketing', 'CRM', 'Communication', 'English']"
Site Accountant,Confidential -,,"Cairo, Egypt",Full Time / On-site,Experienced,1 - 2 Yrs of Exp,"['Accounting/Finance', 'Construction', 'Finance', 'Financial Analysis', 'Accounting']"
HR Specialist - Menofya,Uniboard  -,https://wuzzuf.net/jobs/careers/Uniboard-Egypt-25963,"Alsadat City, Monufya, Egypt",Full Time / On-site,Entry Level,1 - 3 Yrs of Exp,"['males_only', 'Human Resources', 'Human Resources', 'Payroll', 'Personnel', 'Human Resources (HR)', 'Recruitment', 'Microsoft Office', 'excel']"
Office Manager,Confidential -,,"New Cairo, Cairo, Egypt",Full Time / On-site,Experienced,2+ Yrs of Exp,"['females_only', 'Administration', 'Operations/Management', 'Administration', 'Business Administration', 'HR', 'Management', 'Microsoft Office', 'Office management', 'Secretary', 'Startup']"
Application Engineer,Johnson Controls -,https://wuzzuf.net/jobs/careers/Johnson-Controls-Saudi-Arabia-45733,"Nasr City, Cairo, Egypt",Full Time / Hybrid,Entry Level,0 - 3 Yrs of Exp,"['Engineering - Mechanical/Electrical', 'HVAC', 'Mechanical', 'Mechanical Engineering', '1.\tAHU’S', 'Air Handling Unit’s', '2.\tFCU’S', 'Fan Coiling Unit’s', 'Communication', 'Estimation sheet']"
Graphic Designer/Video Editor - Mobile Gaming Studio,Confidential -,,"Sheikh Zayed, Giza, Egypt",Full Time / Remote,Experienced,3+ Yrs of Exp,"['Creative/Design/Art', 'Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'Game development', 'Game engine', 'mobile games', 'Casual Hyper/Hybrid Games', 'Games', 'Computer Science', 'iOS']"
Junior Student Accounts & Financial Support,Zewail City -,https://wuzzuf.net/jobs/careers/Zewail-City-Egypt-2881,"6th of October, Giza, Egypt",Full Time / On-site,Experienced,0 - 2 Yrs of Exp,"['Accounting/Finance', 'Accounting', 'Finance', 'Communication']"
Senior Odoo Developer,Elsewedy industries -,https://wuzzuf.net/jobs/careers/Elsewedy-industries-Egypt-49892,"New Cairo, Cairo, Egypt",Full Time / On-site,Experienced,3 - 6 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Python', 'Odoo', 'Odoo Development', 'Programming', 'Software Development', 'Software Engineering', 'SQL', 'Information Technology (IT)']"
Talent Acquisition Specialist,Nassar Group -,https://wuzzuf.net/jobs/careers/Nassar-Group-Egypt-16430,"Qalyub, Qalubia, Egypt",Full Time / On-site,Manager,5+ Yrs of Exp,"['males_only', 'Human Resources', 'HRIS', 'Hiring', 'Communication', 'Human Resources (HR)', 'Interviewing', 'Recruitment', 'Talent acquisition', 'HRIS systems', 'Human Resources']"
Personnel Specialist,Arma-HSA -,https://wuzzuf.net/jobs/careers/Arma-Egypt-73932,"10th of Ramadan City, Sharqia, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Human Resources', 'Human Resources (HR)', 'Labor Law', 'Personnel', 'Social Insurance', 'Microsoft Office']"
Electrical Site Engineer,MG Developments -,https://wuzzuf.net/jobs/careers/Metawee-Group-Egypt-14415,"Nasr City, Cairo, Egypt",Full Time / On-site,Senior Management,10 - 15 Yrs of Exp,"['Engineering - Mechanical/Electrical', 'Electrical Engineering', 'Electrical Site', 'Mechanical Engineering']"
System Administrator,Novative HCM Services  -,https://wuzzuf.net/jobs/careers/Novative HCM Services-Egypt-113962,"Sheraton, Cairo, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering', 'Administration', 'IT', 'Linux', 'AWS', 'Gitlab', 'Communication skills']"
External Auditor,Landmarks consulting solutions CO  -,https://wuzzuf.net/jobs/careers/-94982,"Maadi, Cairo, Egypt",Full Time / On-site,Experienced,5 - 10 Yrs of Exp,"['Accounting/Finance', 'Other', 'Auditing', 'ERP', 'External Auditing', 'IFRS', 'CMA', 'Accounting', 'cpa']"
Area Sales Manager - B2B,Ovo Egypt -,https://wuzzuf.net/jobs/careers/kareem-shazly-ovoegypt-com-Egypt-50315,"Cairo, Egypt",Full Time / Hybrid,Experienced,5 - 7 Yrs of Exp,"['Business Development', 'Manufacturing/Production', 'Sales/Retail', 'Area Sales', 'Manager', 'Sales', 'Sales Manager', 'sales skills', 'Sales Target', 'Customer Service']"
Production Engineer,Fabric Tex -,https://wuzzuf.net/jobs/careers/Fabric-Tex-Egypt-89304,"10th of Ramadan City, Sharqia, Egypt",Full Time / On-site,Experienced,1 - 3 Yrs of Exp,"['males_only', 'Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'Engineering - Other', 'Manufacturing', 'Engineering', 'Skills', 'Production', 'Mechanical Engineering', 'Communication', 'Communication skills']"
Marketing Specialist,Hervy -,https://wuzzuf.net/jobs/careers/hervy-egypt-127900,"Maadi, Cairo, Egypt",Full Time / On-site,Entry Level,1 - 3 Yrs of Exp,"['males_preferred', 'Marketing/PR/Advertising', 'Marketing', 'Digital Marketing', 'Market Research', 'Communication skills', 'Social Media', 'Branding', 'digital marketing', 'Microsoft Office']"
Credit Underwriter Officer,Buy and Go -,https://wuzzuf.net/jobs/careers/Buy-and-Go-Egypt-116259,"Maadi, Cairo, Egypt",Full Time / On-site,Entry Level,1 - 3 Yrs of Exp,"['Banking', 'Assessment', 'Credit Risk', 'Financial Analysis', 'Risk Assessment', 'credit', 'Credit Risk Analyst', 'Risk']"
telecommunications engineer,Confidential -,,"Sheraton, Cairo, Egypt",Full Time / On-site,Experienced,1+ Yrs of Exp,"['Engineering - Telecom/Technology', 'Communication', 'Computer Engineering', 'Computer Science', 'Information Technology (IT)', 'MS Office', 'Network']"
Senior HR Generalist,Al Farouk For Educational Service -,https://wuzzuf.net/jobs/careers/-90484,"Nasr City, Cairo, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Human Resources', 'Human Resources (HR)', 'HR', 'Human Resources', 'Labor', 'Personnel', 'Recruitment', 'Administration', 'business', 'Business Administration']"
Marketing Manager - Fashion Retail,Confidential -,,"Cairo, Egypt",Full Time / On-site,Manager,8 - 10 Yrs of Exp,"['Operations/Management', 'Marketing/PR/Advertising', 'Marketing', 'E-marketing', 'Advertising', 'Media', 'Market Research', 'B2C', 'POS', 'Social Media']"
Service Advisor- Automotive,Nour Eldin Elsherif for Trading vehicles -,https://wuzzuf.net/jobs/careers/nour-eldin-elsherif-for-trading-vehicles-Egypt-30889,"Katameya, Cairo, Egypt",Full Time / On-site,Experienced,2 - 4 Yrs of Exp,"['Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical', 'Automotive', 'Customer Care', 'Communication', 'Customer Support', 'Service', 'English', 'Mechanical', 'Customer Service']"
Media Buyer,Happy Vision -,https://wuzzuf.net/jobs/careers/Happy-Vision-Egypt-40667,"Mohandessin, Giza, Egypt",Full Time / On-site,Experienced,3 - 6 Yrs of Exp,"['Marketing/PR/Advertising', 'Sales/Retail', 'Media/Journalism/Publishing', 'business', 'Communication skills', 'Marketing', 'Microsoft Office', 'Social Media', 'Ecommerce', 'Advertising Media']"
Approval Specialist,Misr International Hospital -,https://wuzzuf.net/jobs/careers/-104632,"Dokki, Giza, Egypt",Full Time / On-site,Entry Level,1+ Yrs of Exp,"['males_only', 'Administration', 'Computer Skills', 'Approvals', 'Customer Service', 'Medical', 'Hospitals', 'Medical Insurance']"
Senior Sales Operation Specialist,Outservingplus -,https://wuzzuf.net/jobs/careers/Outservingplus-Egypt-75652,"Giza, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Customer Service/Support', 'Operations/Management', 'Sales/Retail', 'Communication', 'Customer Service', 'ERP', 'Marketing', 'MS Office', 'Sales', 'sales skills']"
Export Operations Specialist,ALFA FREIGHT SERVICES -,https://wuzzuf.net/jobs/careers/alfa-freight-services-egypt-127888,"Alexandria, Egypt",Full Time / On-site,Experienced,2 - 5 Yrs of Exp,"['females_only', 'Logistics/Supply Chain', 'Operations/Management', 'Operation Manager', 'Sales', 'Management', 'Export operations', 'Logistics', 'Operations', 'Operations specialist', 'Supply Chain']"
